movie_id,image_seq,angry,disgust,fear,happy,sad,surprise,neutral,dominant_emotion,gaze,blink,eye_offset,participant_id,elapsed_time,upload_time,distance
6539370c-256e-4ed2-9d00-1be1f051163f,1,6.58783,0.0203384,35.1066,0.103848,38.9672,0.00129392,19.2129,sad,1,0,13.8024,d851fe95-3ead-47c1-88aa-d6fc453f7021,2.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,3,0.000539047,1.67827e-05,0.0411621,99.4084,0.239465,0.0679051,0.2425,happy,1,0,-1.7059,d851fe95-3ead-47c1-88aa-d6fc453f7021,4.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,5,0.000484721,9.8086e-07,0.00704489,99.7486,0.0705879,0.00143343,0.171869,happy,1,0,0.1671,d851fe95-3ead-47c1-88aa-d6fc453f7021,6.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,8,0.279723,0.000511704,92.034,0.591864,3.04623,0.0661892,3.98152,fear,1,0,19.3069,d851fe95-3ead-47c1-88aa-d6fc453f7021,9.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,9,2.12126,0.00100906,3.35643,0.128088,11.9343,0.0242489,82.4346,neutral,1,0,4.2311,d851fe95-3ead-47c1-88aa-d6fc453f7021,10.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,11,2.5166,0.00163849,6.33462,0.853719,5.8323,0.0287637,84.4324,neutral,1,0,-6.7988,d851fe95-3ead-47c1-88aa-d6fc453f7021,12.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,12,0.336151,0.000613984,1.779,15.7936,1.80416,1.59828,78.6882,neutral,1,0,-18.8165,d851fe95-3ead-47c1-88aa-d6fc453f7021,13.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,13,7.67395,0.0516171,12.0192,0.145058,30.9281,0.00282416,49.1793,neutral,1,0,-3.5112,d851fe95-3ead-47c1-88aa-d6fc453f7021,14.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,14,1.13582,0.017654,79.7871,0.643479,17.0622,0.391957,0.961755,fear,1,0,4.4501,e3bf129a-3df3-4016-86af-f5ca84cba0d1,15.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,19,1.86856,0.00060331,3.20504,0.241425,5.39136,0.0236934,89.2693,neutral,1,0,9.1949,d851fe95-3ead-47c1-88aa-d6fc453f7021,20.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,20,0.490668,0.000353948,54.6423,3.20775,16.4126,23.5614,1.68501,fear,1,0,4.6831,e3bf129a-3df3-4016-86af-f5ca84cba0d1,21.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,24,0.361046,0.00139959,1.16972,1.72198,11.3873,0.00155847,85.357,neutral,1,0,-9.5088,d851fe95-3ead-47c1-88aa-d6fc453f7021,25.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,25,0.819085,0.0194171,81.9818,0.403545,8.54579,0.0432332,8.18715,fear,1,0,1.0843,d851fe95-3ead-47c1-88aa-d6fc453f7021,26.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,27,2.42906,0.0293008,49.9076,0.912543,7.06971,39.2682,0.38357,fear,1,0,1.8828,e3bf129a-3df3-4016-86af-f5ca84cba0d1,28.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,28,3.82692,0.0156494,25.5737,0.986066,47.8883,0.0180037,21.6914,sad,1,1,13.3364,e3bf129a-3df3-4016-86af-f5ca84cba0d1,29.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,29,7.08105,0.477228,62.4162,5.69569,23.0151,0.362398,0.952252,fear,1,0,-1.9372,e3bf129a-3df3-4016-86af-f5ca84cba0d1,30.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,32,4.41915,0.000616044,51.7011,0.110769,21.5179,0.493347,21.7571,fear,1,0,-7.17,e3bf129a-3df3-4016-86af-f5ca84cba0d1,33.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,33,26.2657,0.240748,57.1704,1.99315,8.47947,5.1028,0.747756,fear,1,0,1.3726,e3bf129a-3df3-4016-86af-f5ca84cba0d1,34.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,38,3.09684,0.010028,30.0477,0.0111318,62.4362,0.00578449,4.39231,sad,1,0,14.2471,e3bf129a-3df3-4016-86af-f5ca84cba0d1,39.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,39,7.33067,0.072759,56.9532,0.0375159,34.1041,0.201081,1.30066,fear,0,0,30.2215,e3bf129a-3df3-4016-86af-f5ca84cba0d1,40.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,40,2.35803,0.0331856,70.9623,0.392499,20.9698,0.0593016,5.22489,fear,1,0,-17.4729,e3bf129a-3df3-4016-86af-f5ca84cba0d1,41.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,41,1.74386,0.0103822,25.8107,0.0877395,61.9863,3.35177e-05,10.361,sad,1,0,21.463,e3bf129a-3df3-4016-86af-f5ca84cba0d1,42.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,43,5.63869,0.145058,28.0063,0.0696482,59.987,0.000239294,6.15308,sad,1,0,-15.8998,e3bf129a-3df3-4016-86af-f5ca84cba0d1,44.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,44,22.5674,0.229637,63.3108,0.177443,8.26543,1.84916,3.60012,fear,1,0,8.9665,e3bf129a-3df3-4016-86af-f5ca84cba0d1,45.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,47,0.148042,0.00216121,98.9656,0.0278759,0.764872,0.0166071,0.0748632,fear,1,0,-2.2911,e3bf129a-3df3-4016-86af-f5ca84cba0d1,48.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,48,8.02756,0.331005,31.2913,0.242812,29.2474,0.0213017,30.8386,fear,1,0,-4.3775,e3bf129a-3df3-4016-86af-f5ca84cba0d1,49.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,49,7.99506,0.0826316,16.0901,0.247192,27.5708,0.0138923,48.0003,neutral,1,0,-19.6067,e3bf129a-3df3-4016-86af-f5ca84cba0d1,50.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,50,0.912363,0.0422449,87.6054,0.574506,9.71252,1.12459,0.0283771,fear,1,0,-8.8214,e3bf129a-3df3-4016-86af-f5ca84cba0d1,51.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,52,0.166442,7.09338e-05,6.33571,0.252083,0.121584,93.1052,0.0189529,surprise,1,0,0.8821,e3bf129a-3df3-4016-86af-f5ca84cba0d1,53.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,53,0.490801,0.0192032,96.4243,0.150561,2.64922,0.218628,0.0473295,fear,1,0,-4.6131,e3bf129a-3df3-4016-86af-f5ca84cba0d1,54.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,54,0.0681025,0.000137454,98.2844,0.219558,1.31572,0.00730579,0.10472,fear,1,0,-18.3908,e3bf129a-3df3-4016-86af-f5ca84cba0d1,55.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,55,0.451367,0.00802774,84.4829,0.293205,14.5004,0.00459423,0.259491,fear,1,0,-4.3019,e3bf129a-3df3-4016-86af-f5ca84cba0d1,56.0,2023-09-17 07:35:59,0.0
6539370c-256e-4ed2-9d00-1be1f051163f,56,6.31096,0.042721,32.4761,0.0862532,50.7998,0.00247061,10.2818,sad,1,0,-3.5307,e3bf129a-3df3-4016-86af-f5ca84cba0d1,57.0,2023-09-17 07:35:59,0.0
